id,id,title,views,prize_id,office_id,juchae,jukwan,apply_period,prize_1st,apply_url,image_url,field,prize,office,target,act_id,all
1071,1071,(봉사활동) 착한 세상을 함께 만들어 가는 미라클메이커 13기 2차 모집,119,5,9,대학생자원봉사단V원정대,대학생자원봉사단V원정대,2022.09.14~2022.10.16,150만원 가량 드림렌즈,http://cafe.naver.com/73daynet,https://www.thinkcontest.com/ufiles/contest/26febf5bd4959427cd47502d18d63eb76e3e91b3.jpg,대외활동봉사활동,기타,학회/비영리단체,대학생,1073.0,대외활동봉사활동 학회/비영리단체 기타대학생
1072,1072,(취업/창업)[오픈놀/ RESAT] 인스타그램으로 포트폴리오 만들고 마케터 취업하자!,141,5,8,(주)오픈놀,(주)오픈놀,2022.09.14~2022.09.22,150만원 가량 드림렌즈,https://bit.ly/3d1hxY5,https://www.thinkcontest.com/ufiles/contest/8eaf8e65ab0d7e9c7ba29c4096ac77c64e7063e8.jpg,대외활동취업/창업,기타,중소/벤처기업,대학생/대학원생/일반인/인스타그램 포트폴리오 공개계정으로 운영,1074.0,대외활동취업/창업 중소/벤처기업 기타대학생/대학원생/일반인/인스타그램 포트폴리오 공개계정으로 운영
1073,1073,(기타) 거제 한달살기 3기 모집,49,5,6,거제시,설컴퍼니,2022.09.14~2022.10.10,150만원 가량 드림렌즈,https://m.blog.naver.com/mansu0142/222811809163,https://www.thinkcontest.com/ufiles/contest/012df4d5c5aeba0952ec4707ced89c37c7e28ed8.jpeg,대외활동,기타,지방자치단체,대학생/대학원생/일반인,1075.0,대외활동 지방자치단체 기타대학생/대학원생/일반인
1074,1074,(교육/강연) 2022년 대구콘텐츠코리아랩 콘텐츠 창업패키지 프로그램 기획과창작과정 신청자 모집,147,5,1,문화체육관광부,(재)대구디지털혁신진흥원,2022.09.14~2022.09.25,150만원 가량 드림렌즈,https://www.dgckl.kr/reserve/program/view/720,https://www.thinkcontest.com/ufiles/contest/91272bc536f6c504d2e88dbda1171fe2dc38013b.jpg,대외활동취업/창업,기타,중앙정부/기관,"대학생/대학원생/일반인/대구광역시 소재 대학생, 주민등록상 대구광역시 거주자, 2022년 이후 사업자 등록 ",1076.0,"대외활동취업/창업 중앙정부/기관 기타대학생/대학원생/일반인/대구광역시 소재 대학생, 주민등록상 대구광역시 거주자, 2022년 이후 사업자 등록 "
1075,1075,(기타) 전국 일주 시즌2 경북살이 모집,99,5,2,창업진흥원,야놀자,2022.09.14~2022.09.23,150만원 가량 드림렌즈,https://docs.google.com/forms/d/e/1FAIpQLSf95MJhQzN6cRnAcAW_X81AnQZvuVurgtnbAjiWH6JBOuEn4A/viewform,https://www.thinkcontest.com/ufiles/contest/7adbe8de73d81a079b7a332894e87576e15757b4.jpg,대외활동,기타,공기업,대학생/대학원생/일반인,1077.0,대외활동 공기업 기타대학생/대학원생/일반인
1076,1076,2022 어린이 탄소중립 크리에이터 랜선 미술대회,116,5,8,스마트크리에이터,스마트크리에이터,2022.09.13~2022.10.14,상장 및 부상,https://ainnov.co.kr/event/view/117,https://www.thinkcontest.com/ufiles/contest/0afb23823928397551f0471f03cda3fab65a5e12.png,디자인캐릭터/만화,기타,중소/벤처기업,"어린이/초등학생/대구, 경북 시민 6세 ~ 13세",1078.0,"디자인캐릭터/만화 중소/벤처기업 기타어린이/초등학생/대구, 경북 시민 6세 ~ 13세"
1077,1077,"(취업/창업) 신한 스퀘어브릿지:유스, 신한 커리어업 취업 포트폴리오 과정 참여자 모집",329,5,3,"신한은행, 신한금융희망재단, 신한 스퀘어브릿지 유스","신한은행, 신한금융희망재단, 신한 스퀘어브릿지 유스",2022.09.13~2022.10.25,상장 및 부상,https://myownjobplus.oopy.io/,https://www.thinkcontest.com/ufiles/contest/608654720fc7521ab6c3b4ac3664a5539e7c067f.png,취업/창업,기타,대기업,대학생/대학원생/일반인/제한없음,1079.0,취업/창업 대기업 기타대학생/대학원생/일반인/제한없음
1078,1078,(교육/강연) 제14회 넷마블 게임콘서트,218,5,3,netmarble cultual foundation(넷마블),netmarble cultual foundation(넷마블),2022.09.13~2022.09.24,상장 및 부상,https://event-us.kr/L16yCv05nKQa/event/48573,https://www.thinkcontest.com/ufiles/contest/9820b95db1257e958af379fb65361fb4574fb6ff.jpg,게임/소프트웨어대외활동,기타,대기업,대학생/대학원생/일반인/고등학생/제한없음,1080.0,게임/소프트웨어대외활동 대기업 기타대학생/대학원생/일반인/고등학생/제한없음
1079,1079,(서포터즈) 에듀윌 IT 서포터즈 컴퓨터활용능력 1급 필기 편,160,5,8,에듀윌,netmarble cultual foundation(넷마블),2022.09.13~2022.09.28,상장 및 부상,https://blog.naver.com/eduwillgroup/222873426999,https://www.thinkcontest.com/ufiles/contest/373e5850037a93f709f7e7140fb40deddbb59e97.jpg,대외활동취업/창업,기타,중소/벤처기업,대학생/대학원생/일반인,1081.0,대외활동취업/창업 중소/벤처기업 기타대학생/대학원생/일반인
1080,1080,제3회 안산 김홍도 사생대회 비대면 공모전,31,5,6,안산시,(사)안산시학원연합회,2022.09.13~2022.09.28,상장 및 부상,https://www.ansan.go.kr/www/common/bbs/selectBbsDetail.do?bbs_code=B0238&bbs_seq=1548071,https://www.thinkcontest.com/ufiles/contest/eaccf6f9b676ed56909f59c34fe570d73ed0faed.jpg,예체능,기타,지방자치단체,어린이/초등학생/중학생/고등학생,1082.0,예체능 지방자치단체 기타어린이/초등학생/중학생/고등학생
1081,1081,2022 기장군 올해의 책 독후감 공모전,172,5,6,기장군,(사)안산시학원연합회,2022.09.13~2022.11.30,상장 및 부상,https://library.gijang.go.kr/jglib/bbs/view.do?mId=0501000000&ptIdx=207&bIdx=43768,https://www.thinkcontest.com/ufiles/contest/f0a4ae68c4303b9c906f10b612b3effceface86d.png,문학/수기,기타,지방자치단체,초등학생/기장군 소재 초등학교 재학생,1083.0,문학/수기 지방자치단체 기타초등학생/기장군 소재 초등학교 재학생
1082,1082,(크리에이터) 결식아동문제 해결에 함께 할 행복크리에이터 2기 모집,97,5,3,행복얼라이언스,파이브세컨즈,2022.09.01~2022.09.22,상장 및 부상,https://happycreator.co.kr/,https://www.thinkcontest.com/ufiles/contest/08f1a9e7bb275c9cf0340dbcd0ec9d039f3c9dd5.png,대외활동,기타,대기업,제한없음,1084.0,대외활동 대기업 기타제한없음
1083,1083,(서포터즈) 2022 SDGs 포럼 대학생 서포터즈 모집,87,5,9,(사)미래희망기구,파이브세컨즈,2022.09.12~2022.10.03,상장 및 부상,https://docs.google.com/forms/d/e/1FAIpQLSc11y3PCzpoB0BKHa8RlPsvje3pKFjgCvJjODJxLQTOIeQLxQ/viewform,https://www.thinkcontest.com/ufiles/contest/6f11442bac2fff2c45259b9bb0f8eaf24fcb7c80.png,대외활동봉사활동,기타,학교/재단/협회,대학생/대학원생,1063.0,대외활동봉사활동 학교/재단/협회 기타대학생/대학원생
1083,1083,(서포터즈) 2022 SDGs 포럼 대학생 서포터즈 모집,87,5,9,(사)미래희망기구,파이브세컨즈,2022.09.12~2022.10.03,상장 및 부상,https://docs.google.com/forms/d/e/1FAIpQLSc11y3PCzpoB0BKHa8RlPsvje3pKFjgCvJjODJxLQTOIeQLxQ/viewform,https://www.thinkcontest.com/ufiles/contest/6f11442bac2fff2c45259b9bb0f8eaf24fcb7c80.png,대외활동,기타,학회/비영리단체,대학원생,1085.0,대외활동 학회/비영리단체 기타대학원생
1084,1084,(서포터즈) 이지함화장품 닥터슈라클 온라인 서포터즈 클레버리더 10기 모집,282,5,8,(주)이지함화장품,(주)이지함화장품,2022.09.13~2022.09.25,상장 및 부상,https://www.lghmall.co.kr/board/view.php?period=current&bdId=event&sno=667,https://www.thinkcontest.com/ufiles/contest/4db9d20952c596451b42a8ab8f27db4a398c5ef1.jpg,대외활동,기타,중소/벤처기업,대학생/대학원생/일반인,1086.0,대외활동 중소/벤처기업 기타대학생/대학원생/일반인
1085,1085,(교육/강연) 카카오프렌즈 제작 스토리를 담은 호조 디자이너 특강,26,5,2,제주콘텐츠코리아랩,더나은인재들,2022.09.14~2022.10.14,상장 및 부상,http://jejuckl.kr/program/program.htm?act=view&course=98,https://www.thinkcontest.com/ufiles/contest/7384ab0f21b4b621c81d839843c966cf81ab3377.png,대외활동,기타,공기업,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,1087.0,대외활동 공기업 기타대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
1086,1086,(멘토링) 2022 파랑마니또 멘토 모집 안내,223,5,7,청소년희망재단,청소년희망재단,2022.09.14~2022.10.05,상장 및 부상,https://www.safeschool.or.kr/contents/board/notice_view.asp?qna_no=20220908165222210835489,https://www.thinkcontest.com/ufiles/contest/7fcd2df6ab34220c7942c0dc8d7e6b9cd591485c.jpg,대외활동봉사활동,기타,학교/재단/협회,대학생/대학원생/일반인,1088.0,대외활동봉사활동 학교/재단/협회 기타대학생/대학원생/일반인
1087,1087,(봉사활동) 2022 유니브엑스포 부산 자원봉사자 모집,234,5,11,유니브엑스포부산,유니브엑스포부산조직위원회,2022.09.09~2022.09.23,상장 및 부상,https://blog.naver.com/univ_busan/222870094099,https://www.thinkcontest.com/ufiles/contest/0fa57f022fe7cf9ff607f685c7c1136a496f93b7.jpg,대외활동봉사활동,기타,기타,대학생/대학원생/일반인/부울경 지역,1089.0,대외활동봉사활동 기타 기타대학생/대학원생/일반인/부울경 지역
1088,1088,(봉사활동) 2022년 하반기 스마트폰나눔교실 대학생 멘토(봉사자) 모집,135,5,9,고양시덕양노인종합복지관,고양시덕양노인종합복지관,2022.09.14~2022.09.22,상장 및 부상,https://withnoin.org/,https://www.thinkcontest.com/ufiles/contest/df31bfd448cde1fdc3c122cb424fbe09d0db0bf2.jpg,대외활동봉사활동,기타,학회/비영리단체,대학생/일반인,1090.0,대외활동봉사활동 학회/비영리단체 기타대학생/일반인
1089,1089,(교육/강연) [이:음 예술창작 아카데미 2022] 엉뚱한 생각의 티키타카 시즌2 참여자 모집,86,5,9,한국장애인문화예술원,한국장애인문화예술원,2022.09.14~2022.09.30,상장 및 부상,https://docs.google.com/forms/d/e/1FAIpQLSe_2sVoivz6qyPuwyb-AEhQ_o_7CMBMbLPzHrO2MkTWQfUyQA/viewform,https://www.thinkcontest.com/ufiles/contest/4cc506b1928adc41ce028c227b3a682dca712cdb.png,대외활동,기타,학회/비영리단체,대학생/대학원생/일반인/예술인,1091.0,대외활동 학회/비영리단체 기타대학생/대학원생/일반인/예술인
1090,1090,"(서포터즈) 의료,간호, 보건 관련 전공자 대학생 앰배서더 모집",66,5,8,엘스비어,엘스비어,2022.09.13~2022.09.25,상장 및 부상,https://blog.naver.com/elseviercom/222873613249,https://www.thinkcontest.com/ufiles/contest/be0887a0cc856ef816f01a48ebaf110ebcf8489b.jpg,대외활동,기타,중소/벤처기업,"대학생/의료, 간호, 보건",1092.0,"대외활동 중소/벤처기업 기타대학생/의료, 간호, 보건"
1091,1091,(서포터즈) [대웅제약-이지듀] 서포터즈 <하듀 1기> 모집,69,5,8,디엔코스메틱스,디엔코스메틱스,2022.09.13~2022.09.25,상장 및 부상,https://www.instagram.com/p/CibaGwsv1kI/,https://www.thinkcontest.com/ufiles/contest/c90f151f2aa94437fa25da8543fc69020e766d9f.jpg,대외활동,기타,중소/벤처기업,대학생/대학원생,1093.0,대외활동 중소/벤처기업 기타대학생/대학원생
1092,1092,창업진흥원 <2022 재도전 성공패키지> RE:UP 프로젝트 2차 참가자 모집,140,5,1,창업진흥원,(주)렛츠,2022.09.14~2022.10.13,상장 및 부상,https://docs.google.com/forms/d/e/1FAIpQLSclHWx72-O6E_t_oIa-kiRDgIBM5ChfeTsBrB32xXHmUNtXEQ/viewform,https://www.thinkcontest.com/ufiles/contest/ef15344b9a46b69cbcbb6692db4ccdca7834313f.png,대외활동취업/창업,기타,중앙정부/기관,일반인/기업/재창업자,1094.0,대외활동취업/창업 중앙정부/기관 기타일반인/기업/재창업자
1093,1093,(체험단) 2022 인천 유니크베뉴 청년체험단 크크즈 1기 참가자 모집,47,5,6,"인천광역시, 인천관광공사","인천광역시, 인천관광공사",2022.09.13~2022.09.25,상장 및 부상,https://www.ito.or.kr/main/bbs/bbsMsgDetail.do?msg_seq=670&bcd=notice,https://www.thinkcontest.com/ufiles/contest/71028e6953c607d3f5646f59aa965c56e1ce473b.jpg,대외활동,기타,지방자치단체,대학생/대학원생/일반인/인천지역,1095.0,대외활동 지방자치단체 기타대학생/대학원생/일반인/인천지역
1094,1094,(취업/창업) 제 2회 금융권 취업을 말하다 취업 설명회,115,5,8,KH자산관리법인,KH자산관리법인,2022.09.14~2022.09.26,상장 및 부상,http://www.khasset.com/,https://www.thinkcontest.com/ufiles/contest/f3b7039180fc802e8ebf8cc7ecae587d083c240a.png,대외활동취업/창업,기타,중소/벤처기업,대학생/대학원생/일반인/제한없음,1096.0,대외활동취업/창업 중소/벤처기업 기타대학생/대학원생/일반인/제한없음
1095,1095,(경진대회) 제23회 건축백일장(건축모형 만들기),818,5,7,"인천광역시, 대한건축사협회 인천광역시건축사회",2022 인천건축문화제 조직위원회,2022.09.05~2022.09.24,상장 및 부상,https://cafe.naver.com/iafinformation/611,https://www.thinkcontest.com/ufiles/contest/0e0ee625eaa079ed248fae474d0c9da792273929.jpg,건축/건설대외활동,기타,학교/재단/협회,초등학생,1097.0,건축/건설대외활동 학교/재단/협회 기타초등학생
1096,1096,(이벤트) 별점 알잘딱깔센,161,5,8,금영엔터테인먼트,금영엔터테인먼트,2022.09.05~2022.09.25,상장 및 부상,https://blog.naver.com/kumyoung_kr/222867115085,https://www.thinkcontest.com/ufiles/contest/9f21399653111be6530d961b965784b35022afd5.png,경품/이벤트,기타,중소/벤처기업,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,1098.0,경품/이벤트 중소/벤처기업 기타대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
1097,1097,(봉사활동) 2022~2023년 해외봉사 지원자 모집(동계 및 연중수시),682,5,9,사단법인 프렌드림,사단법인 프렌드림,"

(봉사활동) 2022~2023년 해외봉사 지원자 모집(동계 및 연중수시)


대외활동
봉사활동
해외

",상장 및 부상,https://www.friendream.or.kr,https://www.thinkcontest.com/ufiles/contest/388a77735e2c1da3e5a1a4ba8462c1d700f206e4.jpg,대외활동봉사활동해외,기타,학회/비영리단체,대학생/대학원생/일반인/고등학생,1099.0,대외활동봉사활동해외 학회/비영리단체 기타대학생/대학원생/일반인/고등학생
1098,1098,코인고스트 코고옥션 NFT 공모전,74,5,8,"코인고스트, 코고옥션","코인고스트, 코고옥션",2022.09.14~2023.03.31,민팅프로세스 제공,https://www.coinghost.com/notice,https://www.thinkcontest.com/ufiles/contest/26d2b058aab865395277d02ad65e605ff3cb87d6.png,디자인캐릭터/만화,기타,중소/벤처기업,대학생/대학원생/일반인,1100.0,디자인캐릭터/만화 중소/벤처기업 기타대학생/대학원생/일반인
1099,1099,(교육/강연) 2022 사회적 약자분들의 성공적인 창업을 위한 나도(I DO) 3D프린터 전문가,61,5,7,서울과학기술대학교 창업지원단,나두메이커스페이스,2022.09.14~2022.09.30,민팅프로세스 제공,https://docs.google.com/forms/d/e/1FAIpQLScfTwk-lIr1tYO6T72uhOO7M_rYTa-JQlmXgxYQOorsPhKUsA/viewform,https://www.thinkcontest.com/ufiles/contest/5e88f8e815b173fc8dcf6ccb736e6be33fc00288.jpg,대외활동취업/창업,기타,학교/재단/협회,대학생/대학원생/일반인,1101.0,대외활동취업/창업 학교/재단/협회 기타대학생/대학원생/일반인
1100,1100,(서포터즈) 문화플랫폼 클레이 홍보파트너 <클로버> 2기 모집,27,5,7,청주시문화산업진흥재단,나두메이커스페이스,2022.09.12~2022.09.23,민팅프로세스 제공,https://www.cjculture42.org/sub.php?code=150&mode=view&no=228&category=&page=1&search=&keyword=,https://www.thinkcontest.com/ufiles/contest/90b61b740ef9ed4eee9528b30daf51a7a5830d0f.png,사진,기타,학교/재단/협회,대학생/대학원생/일반인,1102.0,사진 학교/재단/협회 기타대학생/대학원생/일반인
1101,1101,(심사단) 제24회 부천국제애니메이션페스티벌(BIAF2022) 관객심사단 ‘애니비’(AniB) 모집,600,5,9,부천국제애니메이션페스티벌 사무국,나두메이커스페이스,2022.09.14~2022.10.02,민팅프로세스 제공,https://www.biaf.or.kr,https://www.thinkcontest.com/ufiles/contest/ac0ea17d371fbaad12de2c53cd7274826c1ff71e.jpg,대외활동전시/페스티발,기타,학회/비영리단체,대학생/대학원생/일반인,1103.0,대외활동전시/페스티발 학회/비영리단체 기타대학생/대학원생/일반인
1102,1102,(서포터즈) 스마트크리에이터 2022 하이스토리 경북 홍보 서포터즈 모집,143,5,8,스마트크리에이터,나두메이커스페이스,2022.09.13~2022.09.27,민팅프로세스 제공,https://ainnov.co.kr/event/view/122,https://www.thinkcontest.com/ufiles/contest/61d97e47949e914b76cd32869e5b75c70340c0e4.jpg,사진UCC/영상대외활동,기타,중소/벤처기업,대학생/대학원생/일반인/기타,1104.0,사진UCC/영상대외활동 중소/벤처기업 기타대학생/대학원생/일반인/기타
1103,1103,"(기타) 청소년 네트워킹 소셜살롱 <문예부>, <음악부> with 차도하 작가 편",87,5,2,서울시립청소년미디어센터,서울시립청소년미디어센터,2022.09.13~2022.09.24,민팅프로세스 제공,https://www.ssro.net/edu/edu_list.jsp?kind=edu,https://www.thinkcontest.com/ufiles/contest/424e0fbd46f54d8960d971ee15851e348478706f.png,예체능,기타,공기업,중학생/고등학생,1105.0,예체능 공기업 기타중학생/고등학생
1104,1104,(페스티벌) 2022 상상유니브 집현전 Festival,548,5,3,KT&G 상상유니브,KT&G 상상유니브,2022.09.13~2022.09.23,민팅프로세스 제공,https://ticket.melon.com/performance/index.htm?prodId=207269,https://www.thinkcontest.com/ufiles/contest/e7b87b526405f0e7e35d280704bee6b022db0adc.jpg,전시/페스티발,기타,대기업,대학생/대학원생/일반인,1106.0,전시/페스티발 대기업 기타대학생/대학원생/일반인
1105,1105,2022년 제 4회 성내천 우수사진 공모전,91,5,7,송파구시설관리공단,KT&G 상상유니브,2022.09.14~2022.10.17,민팅프로세스 제공,https://bit.ly/3xkJNMe,https://www.thinkcontest.com/ufiles/contest/41288a1ac11ccfbc723bdf0e0864124428b4bddb.png,사진,기타,학교/재단/협회,대학생/대학원생/일반인/중학생/고등학생/제한없음,1107.0,사진 학교/재단/협회 기타대학생/대학원생/일반인/중학생/고등학생/제한없음
1106,1106,(서포터즈) 제24회 이데일리 아이디어 유니버시아드 대회 서포터즈 모집,523,5,4,이데일리,이데일리,2022.09.13~2022.09.25,민팅프로세스 제공,https://docs.google.com/forms/d/e/1FAIpQLSfZ53dVsTHF00702wubykY-Xw2eENOOIqW8W-jcwhWtCpmEhQ/viewform,https://www.thinkcontest.com/ufiles/contest/cc6608cd3eb14988be329b93ec259f4b2c504b72.png,대외활동,기타,신문/방송/언론,대학생/대학원생,1108.0,대외활동 신문/방송/언론 기타대학생/대학원생
1107,1107,(기타) 2022 한-필 온라인 평화 아카데미 참가자 모?집,81,5,9,사단법인 캠프,사단법인 캠프,2022.09.12~2022.10.23,민팅프로세스 제공,http://icamp.asia/community/notice/?uid=920&mod=document&pageid=1,https://www.thinkcontest.com/ufiles/contest/3ec1d7405c6edc6af798cb358c92a1dc5b252931.png,대외활동,기타,학회/비영리단체,대학생/대학원생/일반인,1109.0,대외활동 학회/비영리단체 기타대학생/대학원생/일반인
1108,1108,(교육/강연) 제3회 GENIE포럼 기후환경 세미나,128,5,1,?(재)기후변화센터,"국가균형발전위원회, 전라북도, 전주시, 국민연금공단, 중소벤처기업진흥공단, 한국생산성본부, (재)기후변화센터, (재)월드컬처오픈코리아, (사)한국청년스타트업협회, 한국증권학회 등",2022.09.01~2022.09.22,민팅프로세스 제공,http://www.climatechangecenter.kr/,https://www.thinkcontest.com/ufiles/contest/e52d2da6071db457b8ad198a85abecefcf070a58.jpg,대외활동취업/창업,기타,중앙정부/기관,대학생/대학원생/일반인/기업,1110.0,대외활동취업/창업 중앙정부/기관 기타대학생/대학원생/일반인/기업
1109,1109,(봉사단) 청년 디지털 봉사단 <잇(IT)다> 모집,215,5,1,국립중앙도서관,국립중앙도서관,2022.09.13~2022.10.14,민팅프로세스 제공,https://www.nl.go.kr/NL/contents/N50601000000.do?schM=view&id=43875&schBcid=normal0202,https://www.thinkcontest.com/ufiles/contest/c2ace72aa69da5ebfdc1cfda2ae7aaed1fc3a596.jpg,대외활동봉사활동,기타,중앙정부/기관,대학생/대학원생/일반인,1111.0,대외활동봉사활동 중앙정부/기관 기타대학생/대학원생/일반인
1110,1110,(서포터즈) 한국투자증권㈜ 미니스탁 대학생 서포터즈 미니어스 1기,40,5,3,한국투자증권㈜,한국투자증권㈜,2022.09.13~2022.09.23,민팅프로세스 제공,https://form.office.naver.com/form/responseView.cmd?formkey=MjhhNjJmMjEtYmM2Yi00ZDc1LWEwOTUtMWMxNzZmMjdlMTdl&sourceId=urlshare,https://www.thinkcontest.com/ufiles/contest/c5535969c753e53457b5afddeb6edd4d7ddef802.png,대외활동,기타,대기업,대학생/대학원생,1112.0,대외활동 대기업 기타대학생/대학원생
1111,1111,(강연/교육) 2022 콘텐츠 스케일업 프로젝트,1049,5,1,인천콘텐츠코리아랩,인천콘텐츠코리아랩,2022.09.06~2022.09.23,IR 피칭대회의 우수 팀 상금 수여,https://inckl.or.kr/user/program/view.do?prgrm_ifmt_sq=519,https://www.thinkcontest.com/ufiles/contest/251c20081fb5ab50d1132df6434df4e1ac05db85.png,광고/마케팅취업/창업,기타,중앙정부/기관,대학생/대학원생/일반인/기업/창업 후 3년 미만의 콘텐츠 기업,1113.0,광고/마케팅취업/창업 중앙정부/기관 기타대학생/대학원생/일반인/기업/창업 후 3년 미만의 콘텐츠 기업
1112,1112,(교육/강연) 웹 모의해킹 시큐어코딩 과정 교육생 모집,295,5,1,한국정보기술연구원,스나이퍼팩토리,2022.09.13~2022.10.26,IR 피칭대회의 우수 팀 상금 수여,https://sniperfactory.com/,https://www.thinkcontest.com/ufiles/contest/929a1fda0f99d9716c56bb3e1caacf38fb609d31.png,게임/소프트웨어대외활동,기타,중앙정부/기관,대학생/대학원생/일반인,1114.0,게임/소프트웨어대외활동 중앙정부/기관 기타대학생/대학원생/일반인
1113,1113,(교육/강연) 자바 (JAVA) 기반 크라우드 융합 플랫폼 개발자 양성 국비지원 무료교육 교육생 모집,108,5,1,고용노동부,한국정보교육원,2022.09.01~2022.09.23,IR 피칭대회의 우수 팀 상금 수여,http://www.keduit.com/renew_course_unemp/courseview.php?idx=3290&empkind=unemp,https://www.thinkcontest.com/ufiles/contest/c3aef681dfa283238c996b10eb4af1f364ba2d1b.png,대외활동취업/창업,기타,중앙정부/기관,대학생/대학원생/일반인/고등학생,1115.0,대외활동취업/창업 중앙정부/기관 기타대학생/대학원생/일반인/고등학생
1114,1114,(교육/강연) 언리얼엔진 기반 가상공간제작자 양성 전문교육 2기 첨단영상 분야 교육생 추가모집 공고,217,5,6,서울특별시,(사)한국애니메이션산업협회,2022.09.06~2022.09.23,IR 피칭대회의 우수 팀 상금 수여,http://www.sangsangjob.com/curriculum.php,https://www.thinkcontest.com/ufiles/contest/f9a9fabe070b2ef1b50616b060741c5f72654a8b.png,게임/소프트웨어취업/창업,기타,지방자치단체,대학원생/일반인/만 19세이상 만 39세 이하,1116.0,게임/소프트웨어취업/창업 지방자치단체 기타대학원생/일반인/만 19세이상 만 39세 이하
1115,1115,(교육/강연) 기업데이터보호 커리어 역량강화 과정,32,5,2,한국정보기술연구원,스나이퍼팩토리,2022.09.13~2022.10.10,IR 피칭대회의 우수 팀 상금 수여,https://sniperfactory.com/,https://www.thinkcontest.com/ufiles/contest/6bfd74cae0c4f7b33160de5d42d9a2e29f23ff6c.jpg,대외활동취업/창업,기타,공기업,대학생/대학원생/일반인,1117.0,대외활동취업/창업 공기업 기타대학생/대학원생/일반인
1116,1116,Photography Now 2023 사진 공모,233,5,7,CICA 미술관,CICA 미술관,2022.09.13~2022.10.03,IR 피칭대회의 우수 팀 상금 수여,https://cicamuseum.com/call-for-artists-photography-now-2023/,https://www.thinkcontest.com/ufiles/contest/ddafe78ffd05e8444e998c14b8ed7b84812a5f8c.png,사진,기타,학교/재단/협회,대학생/대학원생/일반인/중학생/고등학생,1118.0,사진 학교/재단/협회 기타대학생/대학원생/일반인/중학생/고등학생
1117,1117,(교육/강연) Flutter 앱 개발 교육과정,283,5,1,한국정보기술연구원,스나이퍼팩토리,2022.09.12~2022.10.10,IR 피칭대회의 우수 팀 상금 수여,https://sniperfactory.com/,https://www.thinkcontest.com/ufiles/contest/32cdbc1c522680529cfbde9516cec2949b0685db.png,게임/소프트웨어대외활동취업/창업,기타,중앙정부/기관,대학생/대학원생/일반인,1119.0,게임/소프트웨어대외활동취업/창업 중앙정부/기관 기타대학생/대학원생/일반인
1118,1118,(교육/강연) 2022 부산 관광 마케팅 클럽,40,5,2,부산관광공사,부산관광기업지원센터,2022.09.13~2022.09.28,IR 피칭대회의 우수 팀 상금 수여,https://form.office.naver.com/form/responseView.cmd?formkey=ZTVjOGRhZmUtNDE0Zi00YTEzLTk4OWItOGU5NjJlMTMxZGE1&sourceId=urlshare,https://www.thinkcontest.com/ufiles/contest/465c8fdb5054c639aaee181f6e1ed6200e72c670.jpg,대외활동,기타,공기업,대학생/대학원생/일반인,1120.0,대외활동 공기업 기타대학생/대학원생/일반인
1119,1119,(교육/강연) 부산·울산 프로젝트 기반 블록체인 중급과정,37,5,7,한국표준협회,한국표준협회,2022.09.05~2022.10.14,IR 피칭대회의 우수 팀 상금 수여,https://www.baeulang.kr/bbs/board.php?bo_table=BlockChain,https://www.thinkcontest.com/ufiles/contest/9ccdb3747c63f51f98495a72aba4bced91394ce9.png,대외활동,기타,학교/재단/협회,일반인/부산·울산·경남 시민,1121.0,대외활동 학교/재단/협회 기타일반인/부산·울산·경남 시민
1120,1120,2022 대전 스마트시티 챌린지 미술대회,39,5,6,대전광역시,대전정보문화산업진흥원/(주)디앤씨컴퍼니,2022.09.13~2022.10.04,IR 피칭대회의 우수 팀 상금 수여,https://blog.naver.com/smarton_daejeon/222869928249,https://www.thinkcontest.com/ufiles/contest/5885d94e7dd6c9bae9e10608480bd33679148736.png,디자인,기타,지방자치단체,초등학생,1122.0,디자인 지방자치단체 기타초등학생
1121,1121,(기타) 곡성 두꺼비마을 한달살기 1기 모집,278,5,1,전라남도청/곡성군,문화창작소 동행,2022.09.12~2022.09.29,IR 피칭대회의 우수 팀 상금 수여,https://blog.naver.com/smilekjk1004/222872219315,https://www.thinkcontest.com/ufiles/contest/97d2fa0f0d1f1abfca786d4c4b0b93b998370d12.png,대외활동,기타,중앙정부/기관,대학생/일반인/기타,1123.0,대외활동 중앙정부/기관 기타대학생/일반인/기타
1122,1122,(취업/창업) [미니인턴X교육의봄] 교육 정책에 관심있다면? 2주 실무 프로젝트 진행하고 정책 연구원이 되어보자! (~09/25),644,5,7,재단법인 교육의봄,(주)오픈놀,"

(취업/창업) [미니인턴X교육의봄] 교육 정책에 관심있다면? 2주 실무 프로젝트 진행하고 정책 연구원이 되어보자! (~09/25)
입사시 가산점
인턴ㆍ정직원 채용


대외활동
취업/창업

",IR 피칭대회의 우수 팀 상금 수여,https://bit.ly/3BlqRiS,https://www.thinkcontest.com/ufiles/contest/ec486223557df4c1af855d4de9033eb1feabf6aa.jpg,대외활동취업/창업,기타,학교/재단/협회,대학생/대학원생/일반인,1124.0,대외활동취업/창업 학교/재단/협회 기타대학생/대학원생/일반인
